Reporting level,Province,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Newfoundland and Labrador,CABG,90th Percentile,2021Q3Q4,Days,275
Provincial,Newfoundland and Labrador,CABG,Volume,2021Q3Q4,Number of cases,193
Provincial,Newfoundland and Labrador,Cataract Surgery,% Meeting Benchmark,2021Q3Q4,Proportion,36
Provincial,Newfoundland and Labrador,Cataract Surgery,50th Percentile,2021Q3Q4,Days,149
Provincial,Newfoundland and Labrador,Cataract Surgery,90th Percentile,2021Q3Q4,Days,323
Provincial,Newfoundland and Labrador,Cataract Surgery,Volume,2021Q3Q4,Number of cases,981
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50th Percentile,2021Q3Q4,Days,13
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,90th Percentile,2021Q3Q4,Days,34
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2021Q3Q4,Number of cases,157
Provincial,Newfoundland and Labrador,CT Scan,50th Percentile,2021Q3Q4,Days,n/a
Provincial,Newfoundland and Labrador,CT Scan,90th Percentile,2021Q3Q4,Days,n/a
Provincial,Newfoundland and Labrador,CT Scan,Volume,2021Q3Q4,Number of cases,42980
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2021Q3Q4,Proportion,95
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021Q3Q4,Hours,12
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2021Q3Q4,Hours,43
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2021Q3Q4,Number of cases,213
Provincial,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2021Q3Q4,Proportion,52
Provincial,Newfoundland and Labrador,Hip Replacement,50th Percentile,2021Q3Q4,Days,173
Provincial,Newfoundland and Labrador,Hip Replacement,90th Percentile,2021Q3Q4,Days,447
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2021Q3Q4,Number of cases,185
Provincial,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2021Q3Q4,Proportion,38
Provincial,Newfoundland and Labrador,Knee Replacement,50th Percentile,2021Q3Q4,Days,225
Provincial,Newfoundland and Labrador,Knee Replacement,90th Percentile,2021Q3Q4,Days,603
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2021Q3Q4,Number of cases,248
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50th Percentile,2021Q3Q4,Days,16
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,90th Percentile,2021Q3Q4,Days,37
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2021Q3Q4,Number of cases,26
Provincial,Newfoundland and Labrador,MRI Scan,50th Percentile,2021Q3Q4,Days,n/a
Provincial,Newfoundland and Labrador,MRI Scan,90th Percentile,2021Q3Q4,Days,n/a
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2021Q3Q4,Number of cases,9653
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50th Percentile,2021Q3Q4,Days,44
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,90th Percentile,2021Q3Q4,Days,96
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2021Q3Q4,Number of cases,78
Provincial,Newfoundland and Labrador,Radiation Therapy,% Meeting Benchmark,2021Q3Q4,Proportion,97
Provincial,Newfoundland and Labrador,Radiation Therapy,50th Percentile,2021Q3Q4,Days,15
Provincial,Newfoundland and Labrador,Radiation Therapy,90th Percentile,2021Q3Q4,Days,24
Provincial,Newfoundland and Labrador,Radiation Therapy,Volume,2021Q3Q4,Number of cases,499
Provincial,Nova Scotia,Bladder Cancer Surgery,50th Percentile,2021Q3Q4,Days,28
Provincial,Nova Scotia,Bladder Cancer Surgery,90th Percentile,2021Q3Q4,Days,89
Provincial,Nova Scotia,Bladder Cancer Surgery,Volume,2021Q3Q4,Number of cases,362
Provincial,Nova Scotia,Breast Cancer Surgery,50th Percentile,2021Q3Q4,Days,17
Provincial,Nova Scotia,Breast Cancer Surgery,90th Percentile,2021Q3Q4,Days,42
Provincial,Nova Scotia,Breast Cancer Surgery,Volume,2021Q3Q4,Number of cases,421
Provincial,Nova Scotia,CABG,50th Percentile,2021Q3Q4,Days,7
Provincial,Nova Scotia,CABG,90th Percentile,2021Q3Q4,Days,69
Provincial,Nova Scotia,CABG,Volume,2021Q3Q4,Number of cases,163
Provincial,Nova Scotia,Cataract Surgery,% Meeting Benchmark,2021Q3Q4,Proportion,68
Provincial,Nova Scotia,Cataract Surgery,50th Percentile,2021Q3Q4,Days,76
Provincial,Nova Scotia,Cataract Surgery,90th Percentile,2021Q3Q4,Days,253
Provincial,Nova Scotia,Cataract Surgery,Volume,2021Q3Q4,Number of cases,3902
Provincial,Nova Scotia,Colorectal Cancer Surgery,50th Percentile,2021Q3Q4,Days,22
Provincial,Nova Scotia,Colorectal Cancer Surgery,90th Percentile,2021Q3Q4,Days,49
Provincial,Nova Scotia,Colorectal Cancer Surgery,Volume,2021Q3Q4,Number of cases,266
Provincial,Nova Scotia,CT Scan,50th Percentile,2021Q3Q4,Days,37
Provincial,Nova Scotia,CT Scan,90th Percentile,2021Q3Q4,Days,176
Provincial,Nova Scotia,CT Scan,Volume,2021Q3Q4,Number of cases,42957
Provincial,Nova Scotia,Hip Replacement,% Meeting Benchmark,2021Q3Q4,Proportion,59
Provincial,Nova Scotia,Hip Replacement,50th Percentile,2021Q3Q4,Days,152
Provincial,Nova Scotia,Hip Replacement,90th Percentile,2021Q3Q4,Days,519
Provincial,Nova Scotia,Hip Replacement,Volume,2021Q3Q4,Number of cases,521
Provincial,Nova Scotia,Knee Replacement,% Meeting Benchmark,2021Q3Q4,Proportion,51
Provincial,Nova Scotia,Knee Replacement,50th Percentile,2021Q3Q4,Days,176
Provincial,Nova Scotia,Knee Replacement,90th Percentile,2021Q3Q4,Days,619
Provincial,Nova Scotia,Knee Replacement,Volume,2021Q3Q4,Number of cases,636
Provincial,Nova Scotia,Lung Cancer Surgery,50th Percentile,2021Q3Q4,Days,20
Provincial,Nova Scotia,Lung Cancer Surgery,90th Percentile,2021Q3Q4,Days,64
Provincial,Nova Scotia,Lung Cancer Surgery,Volume,2021Q3Q4,Number of cases,206
Provincial,Nova Scotia,MRI Scan,50th Percentile,2021Q3Q4,Days,97
Provincial,Nova Scotia,MRI Scan,90th Percentile,2021Q3Q4,Days,308
Provincial,Nova Scotia,MRI Scan,Volume,2021Q3Q4,Number of cases,13435
Provincial,Nova Scotia,Prostate Cancer Surgery,50th Percentile,2021Q3Q4,Days,101
Provincial,Nova Scotia,Prostate Cancer Surgery,90th Percentile,2021Q3Q4,Days,165
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2021Q3Q4,Number of cases,130
Provincial,Nova Scotia,Radiation Therapy,% Meeting Benchmark,2021Q3Q4,Proportion,78
Provincial,Nova Scotia,Radiation Therapy,50th Percentile,2021Q3Q4,Days,18
Provincial,Nova Scotia,Radiation Therapy,90th Percentile,2021Q3Q4,Days,40
Provincial,Nova Scotia,Radiation Therapy,Volume,2021Q3Q4,Number of cases,1607
Provincial,Ontario,Bladder Cancer Surgery,50th Percentile,2021Q3Q4,Days,24
Provincial,Ontario,Bladder Cancer Surgery,90th Percentile,2021Q3Q4,Days,70
Provincial,Ontario,Bladder Cancer Surgery,Volume,2021Q3Q4,Number of cases,5760
Provincial,Ontario,Breast Cancer Surgery,50th Percentile,2021Q3Q4,Days,17
Provincial,Ontario,Breast Cancer Surgery,90th Percentile,2021Q3Q4,Days,35
Provincial,Ontario,Breast Cancer Surgery,Volume,2021Q3Q4,Number of cases,6705
Provincial,Ontario,CABG,50th Percentile,2021Q3Q4,Days,7
Provincial,Ontario,CABG,90th Percentile,2021Q3Q4,Days,65
Provincial,Ontario,CABG,Volume,2021Q3Q4,Number of cases,2868
Provincial,Ontario,Cataract Surgery,% Meeting Benchmark,2021Q3Q4,Proportion,60
Provincial,Ontario,Cataract Surgery,50th Percentile,2021Q3Q4,Days,85
Provincial,Ontario,Cataract Surgery,90th Percentile,2021Q3Q4,Days,311
Provincial,Ontario,Cataract Surgery,Volume,2021Q3Q4,Number of cases,57287
Provincial,Ontario,Colorectal Cancer Surgery,50th Percentile,2021Q3Q4,Days,19
Provincial,Ontario,Colorectal Cancer Surgery,90th Percentile,2021Q3Q4,Days,40
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2021Q3Q4,Number of cases,2568
Provincial,Ontario,CT Scan,50th Percentile,2021Q3Q4,Days,7
Provincial,Ontario,CT Scan,90th Percentile,2021Q3Q4,Days,57
Provincial,Ontario,CT Scan,Volume,2021Q3Q4,Number of cases,496869
Provincial,Ontario,Hip Replacement,% Meeting Benchmark,2021Q3Q4,Proportion,74
Provincial,Ontario,Hip Replacement,50th Percentile,2021Q3Q4,Days,104
Provincial,Ontario,Hip Replacement,90th Percentile,2021Q3Q4,Days,305
Provincial,Ontario,Hip Replacement,Volume,2021Q3Q4,Number of cases,7858
Provincial,Ontario,Knee Replacement,% Meeting Benchmark,2021Q3Q4,Proportion,70
Provincial,Ontario,Knee Replacement,50th Percentile,2021Q3Q4,Days,112
Provincial,Ontario,Knee Replacement,90th Percentile,2021Q3Q4,Days,362
Provincial,Ontario,Knee Replacement,Volume,2021Q3Q4,Number of cases,12470
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2021Q3Q4,Days,20
Provincial,Ontario,Lung Cancer Surgery,90th Percentile,2021Q3Q4,Days,41
Provincial,Ontario,Lung Cancer Surgery,Volume,2021Q3Q4,Number of cases,1481
Provincial,Ontario,MRI Scan,50th Percentile,2021Q3Q4,Days,33
Provincial,Ontario,MRI Scan,90th Percentile,2021Q3Q4,Days,131
Provincial,Ontario,MRI Scan,Volume,2021Q3Q4,Number of cases,363898
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2021Q3Q4,Days,40
Provincial,Ontario,Prostate Cancer Surgery,90th Percentile,2021Q3Q4,Days,105
Provincial,Ontario,Prostate Cancer Surgery,Volume,2021Q3Q4,Number of cases,1098
Provincial,Ontario,Radiation Therapy,% Meeting Benchmark,2021Q3Q4,Proportion,99
Provincial,Ontario,Radiation Therapy,50th Percentile,2021Q3Q4,Days,10
Provincial,Ontario,Radiation Therapy,90th Percentile,2021Q3Q4,Days,17
Provincial,Ontario,Radiation Therapy,Volume,2021Q3Q4,Number of cases,17905
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2021Q3Q4,Days,19
Provincial,Prince Edward Island,Bladder Cancer Surgery,90th Percentile,2021Q3Q4,Days,44
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2021Q3Q4,Number of cases,45
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2021Q3Q4,Days,14
Provincial,Prince Edward Island,Breast Cancer Surgery,90th Percentile,2021Q3Q4,Days,24
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2021Q3Q4,Number of cases,54
Provincial,Prince Edward Island,CABG,50th Percentile,2021Q3Q4,Days,n/a
Provincial,Prince Edward Island,CABG,90th Percentile,2021Q3Q4,Days,n/a
Provincial,Prince Edward Island,CABG,Volume,2021Q3Q4,Number of cases,n/a
Provincial,Prince Edward Island,Cataract Surgery,% Meeting Benchmark,2021Q3Q4,Proportion,47
Provincial,Prince Edward Island,Cataract Surgery,50th Percentile,2021Q3Q4,Days,120
Provincial,Prince Edward Island,Cataract Surgery,90th Percentile,2021Q3Q4,Days,365
Provincial,Prince Edward Island,Cataract Surgery,Volume,2021Q3Q4,Number of cases,622
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50th Percentile,2021Q3Q4,Days,16
Provincial,Prince Edward Island,Colorectal Cancer Surgery,90th Percentile,2021Q3Q4,Days,38
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2021Q3Q4,Number of cases,38
Provincial,Prince Edward Island,CT Scan,50th Percentile,2021Q3Q4,Days,27
Provincial,Prince Edward Island,CT Scan,90th Percentile,2021Q3Q4,Days,118
Provincial,Prince Edward Island,CT Scan,Volume,2021Q3Q4,Number of cases,5326
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2021Q3Q4,Proportion,89
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021Q3Q4,Hours,17
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2021Q3Q4,Hours,52
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2021Q3Q4,Number of cases,83
Provincial,Prince Edward Island,Hip Replacement,% Meeting Benchmark,2021Q3Q4,Proportion,62
Provincial,Prince Edward Island,Hip Replacement,50th Percentile,2021Q3Q4,Days,116
Provincial,Prince Edward Island,Hip Replacement,90th Percentile,2021Q3Q4,Days,472
Provincial,Prince Edward Island,Hip Replacement,Volume,2021Q3Q4,Number of cases,129
Provincial,Prince Edward Island,Knee Replacement,% Meeting Benchmark,2021Q3Q4,Proportion,61
Provincial,Prince Edward Island,Knee Replacement,50th Percentile,2021Q3Q4,Days,144
Provincial,Prince Edward Island,Knee Replacement,90th Percentile,2021Q3Q4,Days,449
Provincial,Prince Edward Island,Knee Replacement,Volume,2021Q3Q4,Number of cases,224
Provincial,Prince Edward Island,Lung Cancer Surgery,50th Percentile,2021Q3Q4,Days,n/a
Provincial,Prince Edward Island,Lung Cancer Surgery,90th Percentile,2021Q3Q4,Days,n/a
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2021Q3Q4,Number of cases,n/a
Provincial,Prince Edward Island,MRI Scan,50th Percentile,2021Q3Q4,Days,29
Provincial,Prince Edward Island,MRI Scan,90th Percentile,2021Q3Q4,Days,211
Provincial,Prince Edward Island,MRI Scan,Volume,2021Q3Q4,Number of cases,2189
Provincial,Prince Edward Island,Prostate Cancer Surgery,50th Percentile,2021Q3Q4,Days,n/a
Provincial,Prince Edward Island,Prostate Cancer Surgery,90th Percentile,2021Q3Q4,Days,n/a
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2021Q3Q4,Number of cases,n/a
Provincial,Prince Edward Island,Radiation Therapy,% Meeting Benchmark,2021Q3Q4,Proportion,99
Provincial,Prince Edward Island,Radiation Therapy,50th Percentile,2021Q3Q4,Days,10
Provincial,Prince Edward Island,Radiation Therapy,90th Percentile,2021Q3Q4,Days,20
Provincial,Prince Edward Island,Radiation Therapy,Volume,2021Q3Q4,Number of cases,258
Provincial,Quebec,Bladder Cancer Surgery,50th Percentile,2021Q3Q4,Days,27
Provincial,Quebec,Bladder Cancer Surgery,90th Percentile,2021Q3Q4,Days,56
Provincial,Quebec,Bladder Cancer Surgery,Volume,2021Q3Q4,Number of cases,4339
Provincial,Quebec,Breast Cancer Surgery,50th Percentile,2021Q3Q4,Days,23
Provincial,Quebec,Breast Cancer Surgery,90th Percentile,2021Q3Q4,Days,47
Provincial,Quebec,Breast Cancer Surgery,Volume,2021Q3Q4,Number of cases,4339
Provincial,Quebec,CABG,50th Percentile,2021Q3Q4,Days,n/a
Provincial,Quebec,CABG,90th Percentile,2021Q3Q4,Days,n/a
Provincial,Quebec,CABG,Volume,2021Q3Q4,Number of cases,n/a
Provincial,Quebec,Cataract Surgery,% Meeting Benchmark,2021Q3Q4,Proportion,69
Provincial,Quebec,Cataract Surgery,50th Percentile,2021Q3Q4,Days,61
Provincial,Quebec,Cataract Surgery,90th Percentile,2021Q3Q4,Days,260
Provincial,Quebec,Cataract Surgery,Volume,2021Q3Q4,Number of cases,54369
Provincial,Quebec,Colorectal Cancer Surgery,50th Percentile,2021Q3Q4,Days,22
Provincial,Quebec,Colorectal Cancer Surgery,90th Percentile,2021Q3Q4,Days,48
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2021Q3Q4,Number of cases,2179
Provincial,Quebec,CT Scan,50th Percentile,2021Q3Q4,Days,n/a
Provincial,Quebec,CT Scan,90th Percentile,2021Q3Q4,Days,n/a
Provincial,Quebec,CT Scan,Volume,2021Q3Q4,Number of cases,n/a
Provincial,Quebec,Hip Replacement,% Meeting Benchmark,2021Q3Q4,Proportion,50
Provincial,Quebec,Hip Replacement,50th Percentile,2021Q3Q4,Days,183
Provincial,Quebec,Hip Replacement,90th Percentile,2021Q3Q4,Days,455
Provincial,Quebec,Hip Replacement,Volume,2021Q3Q4,Number of cases,4306
Provincial,Quebec,Knee Replacement,% Meeting Benchmark,2021Q3Q4,Proportion,41
Provincial,Quebec,Knee Replacement,50th Percentile,2021Q3Q4,Days,228
Provincial,Quebec,Knee Replacement,90th Percentile,2021Q3Q4,Days,543
Provincial,Quebec,Knee Replacement,Volume,2021Q3Q4,Number of cases,5173
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2021Q3Q4,Days,27
Provincial,Quebec,Lung Cancer Surgery,90th Percentile,2021Q3Q4,Days,59
Provincial,Quebec,Lung Cancer Surgery,Volume,2021Q3Q4,Number of cases,1661
Provincial,Quebec,MRI Scan,50th Percentile,2021Q3Q4,Days,n/a
Provincial,Quebec,MRI Scan,90th Percentile,2021Q3Q4,Days,n/a
Provincial,Quebec,MRI Scan,Volume,2021Q3Q4,Number of cases,n/a
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2021Q3Q4,Days,37
Provincial,Quebec,Prostate Cancer Surgery,90th Percentile,2021Q3Q4,Days,82
Provincial,Quebec,Prostate Cancer Surgery,Volume,2021Q3Q4,Number of cases,966
Provincial,Quebec,Radiation Therapy,% Meeting Benchmark,2021Q3Q4,Proportion,100
Provincial,Quebec,Radiation Therapy,50th Percentile,2021Q3Q4,Days,n/a
Provincial,Quebec,Radiation Therapy,90th Percentile,2021Q3Q4,Days,n/a
Provincial,Quebec,Radiation Therapy,Volume,2021Q3Q4,Number of cases,16520
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2021Q3Q4,Days,14
Provincial,Saskatchewan,Bladder Cancer Surgery,90th Percentile,2021Q3Q4,Days,25
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2021Q3Q4,Number of cases,275
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2021Q3Q4,Days,16
Provincial,Saskatchewan,Breast Cancer Surgery,90th Percentile,2021Q3Q4,Days,34
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2021Q3Q4,Number of cases,383
Provincial,Saskatchewan,CABG,50th Percentile,2021Q3Q4,Days,4
Provincial,Saskatchewan,CABG,90th Percentile,2021Q3Q4,Days,65
Provincial,Saskatchewan,CABG,Volume,2021Q3Q4,Number of cases,123
Provincial,Saskatchewan,Cataract Surgery,% Meeting Benchmark,2021Q3Q4,Proportion,57
Provincial,Saskatchewan,Cataract Surgery,50th Percentile,2021Q3Q4,Days,92
Provincial,Saskatchewan,Cataract Surgery,90th Percentile,2021Q3Q4,Days,266
Provincial,Saskatchewan,Cataract Surgery,Volume,2021Q3Q4,Number of cases,4112
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2021Q3Q4,Days,19
Provincial,Saskatchewan,Colorectal Cancer Surgery,90th Percentile,2021Q3Q4,Days,41
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2021Q3Q4,Number of cases,204
Provincial,Saskatchewan,CT Scan,50th Percentile,2021Q3Q4,Days,32
Provincial,Saskatchewan,CT Scan,90th Percentile,2021Q3Q4,Days,201
Provincial,Saskatchewan,CT Scan,Volume,2021Q3Q4,Number of cases,24419
Provincial,Saskatchewan,Hip Replacement,% Meeting Benchmark,2021Q3Q4,Proportion,38
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2021Q3Q4,Days,277
Provincial,Saskatchewan,Hip Replacement,90th Percentile,2021Q3Q4,Days,765
Provincial,Saskatchewan,Hip Replacement,Volume,2021Q3Q4,Number of cases,794
Provincial,Saskatchewan,Knee Replacement,% Meeting Benchmark,2021Q3Q4,Proportion,26
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2021Q3Q4,Days,448
Provincial,Saskatchewan,Knee Replacement,90th Percentile,2021Q3Q4,Days,789
Provincial,Saskatchewan,Knee Replacement,Volume,2021Q3Q4,Number of cases,959
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2021Q3Q4,Days,15
Provincial,Saskatchewan,Lung Cancer Surgery,90th Percentile,2021Q3Q4,Days,31
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2021Q3Q4,Number of cases,53
Provincial,Saskatchewan,MRI Scan,50th Percentile,2021Q3Q4,Days,40
Provincial,Saskatchewan,MRI Scan,90th Percentile,2021Q3Q4,Days,196
Provincial,Saskatchewan,MRI Scan,Volume,2021Q3Q4,Number of cases,12063
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2021Q3Q4,Days,39
Provincial,Saskatchewan,Prostate Cancer Surgery,90th Percentile,2021Q3Q4,Days,182
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2021Q3Q4,Number of cases,119
Provincial,Saskatchewan,Radiation Therapy,% Meeting Benchmark,2021Q3Q4,Proportion,99
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2021Q3Q4,Days,6
