reporting_level,province,region,indicator,metric,data_year,unit_of_measurement,indicator_result
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,Volume,2023,Number of cases,150.0
Provincial,Newfoundland and Labrador,,CT Scan,50th Percentile,2023,Days,N/A
Provincial,Newfoundland and Labrador,,CT Scan,90th Percentile,2023,Days,N/A
Provincial,Newfoundland and Labrador,,CT Scan,Volume,2023,Number of cases,46102.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,91.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,50th Percentile,2023,Hours,22.425
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,90th Percentile,2023,Hours,47.6666666666667
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,Volume,2023,Number of cases,317.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,93.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,23.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023,Hours,46.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,212.0
Provincial,Newfoundland and Labrador,,Hip Replacement,% Meeting Benchmark,2023,Proportion,48.0
Provincial,Newfoundland and Labrador,,Hip Replacement,50th Percentile,2023,Days,198.0
Provincial,Newfoundland and Labrador,,Hip Replacement,90th Percentile,2023,Days,578.0
Provincial,Newfoundland and Labrador,,Hip Replacement,Volume,2023,Number of cases,359.0
Provincial,Newfoundland and Labrador,,Knee Replacement,% Meeting Benchmark,2023,Proportion,37.0
Provincial,Newfoundland and Labrador,,Knee Replacement,50th Percentile,2023,Days,273.0
Provincial,Newfoundland and Labrador,,Knee Replacement,90th Percentile,2023,Days,674.0
Provincial,Newfoundland and Labrador,,Knee Replacement,Volume,2023,Number of cases,453.0
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,50th Percentile,2023,Days,18.0
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,90th Percentile,2023,Days,36.0
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,Volume,2023,Number of cases,30.0
Provincial,Newfoundland and Labrador,,MRI Scan,50th Percentile,2023,Days,N/A
Provincial,Newfoundland and Labrador,,MRI Scan,90th Percentile,2023,Days,N/A
Provincial,Newfoundland and Labrador,,MRI Scan,Volume,2023,Number of cases,9271.0
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,50th Percentile,2023,Days,50.0
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,90th Percentile,2023,Days,101.0
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,Volume,2023,Number of cases,61.0
Provincial,Newfoundland and Labrador,,Radiation Therapy,% Meeting Benchmark,2023,Proportion,57.0
Provincial,Newfoundland and Labrador,,Radiation Therapy,50th Percentile,2023,Days,27.0
Provincial,Newfoundland and Labrador,,Radiation Therapy,90th Percentile,2023,Days,54.0
Provincial,Newfoundland and Labrador,,Radiation Therapy,Volume,2023,Number of cases,563.0
Provincial,Nova Scotia,,Bladder Cancer Surgery,50th Percentile,2023,Days,36.0
Provincial,Nova Scotia,,Bladder Cancer Surgery,90th Percentile,2023,Days,176.0
Provincial,Nova Scotia,,Bladder Cancer Surgery,Volume,2023,Number of cases,489.0
Provincial,Nova Scotia,,Breast Cancer Surgery,50th Percentile,2023,Days,23.0
Provincial,Nova Scotia,,Breast Cancer Surgery,90th Percentile,2023,Days,53.0
Provincial,Nova Scotia,,Breast Cancer Surgery,Volume,2023,Number of cases,495.0
Provincial,Nova Scotia,,CABG,50th Percentile,2023,Days,7.0
Provincial,Nova Scotia,,CABG,90th Percentile,2023,Days,64.0
Provincial,Nova Scotia,,CABG,Volume,2023,Number of cases,182.0
Provincial,Nova Scotia,,Cataract Surgery,% Meeting Benchmark,2023,Proportion,67.0
Provincial,Nova Scotia,,Cataract Surgery,50th Percentile,2023,Days,71.0
Provincial,Nova Scotia,,Cataract Surgery,90th Percentile,2023,Days,271.0
Provincial,Nova Scotia,,Cataract Surgery,Volume,2023,Number of cases,5201.0
Provincial,Nova Scotia,,Colorectal Cancer Surgery,50th Percentile,2023,Days,27.0
Provincial,Nova Scotia,,Colorectal Cancer Surgery,90th Percentile,2023,Days,63.0
Provincial,Nova Scotia,,Colorectal Cancer Surgery,Volume,2023,Number of cases,259.0
Provincial,Nova Scotia,,CT Scan,50th Percentile,2023,Days,48.0
Provincial,Nova Scotia,,CT Scan,90th Percentile,2023,Days,160.0
Provincial,Nova Scotia,,CT Scan,Volume,2023,Number of cases,37624.0
Provincial,Nova Scotia,,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,83.1873905429072
Provincial,Nova Scotia,,Hip Fracture Repair,50th Percentile,2023,Hours,24.5
Provincial,Nova Scotia,,Hip Fracture Repair,90th Percentile,2023,Hours,61.0
Provincial,Nova Scotia,,Hip Fracture Repair,Volume,2023,Number of cases,574.0
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,N/A
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,N/A
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023,Hours,N/A
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,N/A
Provincial,Nova Scotia,,Hip Replacement,% Meeting Benchmark,2023,Proportion,52.6
Provincial,Nova Scotia,,Hip Replacement,50th Percentile,2023,Days,166.0
Provincial,Nova Scotia,,Hip Replacement,90th Percentile,2023,Days,599.0
Provincial,Nova Scotia,,Hip Replacement,Volume,2023,Number of cases,810.0
Provincial,Nova Scotia,,Knee Replacement,% Meeting Benchmark,2023,Proportion,47.1
Provincial,Nova Scotia,,Knee Replacement,50th Percentile,2023,Days,205.0
Provincial,Nova Scotia,,Knee Replacement,90th Percentile,2023,Days,609.0
Provincial,Nova Scotia,,Knee Replacement,Volume,2023,Number of cases,1165.0
Provincial,Nova Scotia,,Lung Cancer Surgery,50th Percentile,2023,Days,38.0
Provincial,Nova Scotia,,Lung Cancer Surgery,90th Percentile,2023,Days,93.0
Provincial,Nova Scotia,,Lung Cancer Surgery,Volume,2023,Number of cases,222.0
Provincial,Nova Scotia,,MRI Scan,50th Percentile,2023,Days,78.0
Provincial,Nova Scotia,,MRI Scan,90th Percentile,2023,Days,349.0
Provincial,Nova Scotia,,MRI Scan,Volume,2023,Number of cases,10899.0
Provincial,Nova Scotia,,Prostate Cancer Surgery,50th Percentile,2023,Days,118.0
Provincial,Nova Scotia,,Prostate Cancer Surgery,90th Percentile,2023,Days,189.0
Provincial,Nova Scotia,,Prostate Cancer Surgery,Volume,2023,Number of cases,124.0
Provincial,Nova Scotia,,Radiation Therapy,% Meeting Benchmark,2023,Proportion,77.0
Provincial,Nova Scotia,,Radiation Therapy,50th Percentile,2023,Days,20.0
Provincial,Nova Scotia,,Radiation Therapy,90th Percentile,2023,Days,37.0
Provincial,Nova Scotia,,Radiation Therapy,Volume,2023,Number of cases,1494.0
Provincial,Ontario,,Bladder Cancer Surgery,50th Percentile,2023,Days,27.0
Provincial,Ontario,,Bladder Cancer Surgery,90th Percentile,2023,Days,72.0
Provincial,Ontario,,Bladder Cancer Surgery,Volume,2023,Number of cases,6002.0
Provincial,Ontario,,Breast Cancer Surgery,50th Percentile,2023,Days,20.0
Provincial,Ontario,,Breast Cancer Surgery,90th Percentile,2023,Days,42.0
Provincial,Ontario,,Breast Cancer Surgery,Volume,2023,Number of cases,7160.0
Provincial,Ontario,,CABG,50th Percentile,2023,Days,8.0
Provincial,Ontario,,CABG,90th Percentile,2023,Days,78.0
Provincial,Ontario,,CABG,Volume,2023,Number of cases,3154.0
Provincial,Ontario,,Cataract Surgery,% Meeting Benchmark,2023,Proportion,65.2514792899408
Provincial,Ontario,,Cataract Surgery,50th Percentile,2023,Days,74.0
Provincial,Ontario,,Cataract Surgery,90th Percentile,2023,Days,282.0
Provincial,Ontario,,Cataract Surgery,Volume,2023,Number of cases,74360.0
Provincial,Ontario,,Colorectal Cancer Surgery,50th Percentile,2023,Days,21.0
Provincial,Ontario,,Colorectal Cancer Surgery,90th Percentile,2023,Days,48.0
Provincial,Ontario,,Colorectal Cancer Surgery,Volume,2023,Number of cases,2572.0
Provincial,Ontario,,CT Scan,50th Percentile,2023,Days,9.0
Provincial,Ontario,,CT Scan,90th Percentile,2023,Days,98.0
Provincial,Ontario,,CT Scan,Volume,2023,Number of cases,596973.0
Provincial,Ontario,,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,82.0
Provincial,Ontario,,Hip Fracture Repair,50th Percentile,2023,Hours,26.0
Provincial,Ontario,,Hip Fracture Repair,90th Percentile,2023,Hours,61.0
Provincial,Ontario,,Hip Fracture Repair,Volume,2023,Number of cases,6187.0
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,74.4919786096257
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,32.4416666666667
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023,Hours,66.7
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,5610.0
Provincial,Ontario,,Hip Replacement,% Meeting Benchmark,2023,Proportion,79.020032485111
Provincial,Ontario,,Hip Replacement,50th Percentile,2023,Days,91.0
Provincial,Ontario,,Hip Replacement,90th Percentile,2023,Days,276.0
Provincial,Ontario,,Hip Replacement,Volume,2023,Number of cases,11082.0
Provincial,Ontario,,Knee Replacement,% Meeting Benchmark,2023,Proportion,76.4057454626434
Provincial,Ontario,,Knee Replacement,50th Percentile,2023,Days,94.0
Provincial,Ontario,,Knee Replacement,90th Percentile,2023,Days,303.0
Provincial,Ontario,,Knee Replacement,Volume,2023,Number of cases,17962.0
Provincial,Ontario,,Lung Cancer Surgery,50th Percentile,2023,Days,21.0
Provincial,Ontario,,Lung Cancer Surgery,90th Percentile,2023,Days,44.0
Provincial,Ontario,,Lung Cancer Surgery,Volume,2023,Number of cases,1679.0
Provincial,Ontario,,MRI Scan,50th Percentile,2023,Days,38.0
Provincial,Ontario,,MRI Scan,90th Percentile,2023,Days,153.0
Provincial,Ontario,,MRI Scan,Volume,2023,Number of cases,392356.0
Provincial,Ontario,,Prostate Cancer Surgery,50th Percentile,2023,Days,50.0
Provincial,Ontario,,Prostate Cancer Surgery,90th Percentile,2023,Days,136.0
Provincial,Ontario,,Prostate Cancer Surgery,Volume,2023,Number of cases,1347.0
Provincial,Ontario,,Radiation Therapy,% Meeting Benchmark,2023,Proportion,98.61
Provincial,Ontario,,Radiation Therapy,50th Percentile,2023,Days,9.8
Provincial,Ontario,,Radiation Therapy,90th Percentile,2023,Days,18.2
Provincial,Ontario,,Radiation Therapy,Volume,2023,Number of cases,19365.0
Provincial,Prince Edward Island,,Bladder Cancer Surgery,50th Percentile,2023,Days,31.0
Provincial,Prince Edward Island,,Bladder Cancer Surgery,90th Percentile,2023,Days,66.0
Provincial,Prince Edward Island,,Bladder Cancer Surgery,Volume,2023,Number of cases,37.0
Provincial,Prince Edward Island,,Breast Cancer Surgery,50th Percentile,2023,Days,16.0
Provincial,Prince Edward Island,,Breast Cancer Surgery,90th Percentile,2023,Days,35.0
Provincial,Prince Edward Island,,Breast Cancer Surgery,Volume,2023,Number of cases,52.0
Provincial,Prince Edward Island,,CABG,50th Percentile,2023,Days,N/A
Provincial,Prince Edward Island,,CABG,90th Percentile,2023,Days,N/A
Provincial,Prince Edward Island,,CABG,Volume,2023,Number of cases,N/A
Provincial,Prince Edward Island,,Cataract Surgery,% Meeting Benchmark,2023,Proportion,20.7
Provincial,Prince Edward Island,,Cataract Surgery,50th Percentile,2023,Days,264.4
Provincial,Prince Edward Island,,Cataract Surgery,90th Percentile,2023,Days,622.9
Provincial,Prince Edward Island,,Cataract Surgery,Volume,2023,Number of cases,623.0
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,50th Percentile,2023,Days,15.0
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,90th Percentile,2023,Days,39.0
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,Volume,2023,Number of cases,34.0
Provincial,Prince Edward Island,,CT Scan,50th Percentile,2023,Days,21.3
Provincial,Prince Edward Island,,CT Scan,90th Percentile,2023,Days,369.3
Provincial,Prince Edward Island,,CT Scan,Volume,2023,Number of cases,8938.0
Provincial,Prince Edward Island,,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,85.55555556
Provincial,Prince Edward Island,,Hip Fracture Repair,50th Percentile,2023,Hours,20.76666667
Provincial,Prince Edward Island,,Hip Fracture Repair,90th Percentile,2023,Hours,62.21666667
Provincial,Prince Edward Island,,Hip Fracture Repair,Volume,2023,Number of cases,90.0
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,N/A
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,N/A
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023,Hours,N/A
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,N/A
Provincial,Prince Edward Island,,Hip Replacement,% Meeting Benchmark,2023,Proportion,38.7
Provincial,Prince Edward Island,,Hip Replacement,50th Percentile,2023,Days,231.4
Provincial,Prince Edward Island,,Hip Replacement,90th Percentile,2023,Days,530.9
Provincial,Prince Edward Island,,Hip Replacement,Volume,2023,Number of cases,111.0
Provincial,Prince Edward Island,,Knee Replacement,% Meeting Benchmark,2023,Proportion,20.6
Provincial,Prince Edward Island,,Knee Replacement,50th Percentile,2023,Days,286.4
Provincial,Prince Edward Island,,Knee Replacement,90th Percentile,2023,Days,622.5
Provincial,Prince Edward Island,,Knee Replacement,Volume,2023,Number of cases,175.0
Provincial,Prince Edward Island,,Lung Cancer Surgery,50th Percentile,2023,Days,N/A
Provincial,Prince Edward Island,,Lung Cancer Surgery,90th Percentile,2023,Days,N/A
Provincial,Prince Edward Island,,Lung Cancer Surgery,Volume,2023,Number of cases,N/A
Provincial,Prince Edward Island,,MRI Scan,50th Percentile,2023,Days,29.9
Provincial,Prince Edward Island,,MRI Scan,90th Percentile,2023,Days,272.7
Provincial,Prince Edward Island,,MRI Scan,Volume,2023,Number of cases,1653.0
Provincial,Prince Edward Island,,Prostate Cancer Surgery,50th Percentile,2023,Days,N/A
Provincial,Prince Edward Island,,Prostate Cancer Surgery,90th Percentile,2023,Days,N/A
Provincial,Prince Edward Island,,Prostate Cancer Surgery,Volume,2023,Number of cases,N/A
Provincial,Prince Edward Island,,Radiation Therapy,% Meeting Benchmark,2023,Proportion,98.3
Provincial,Prince Edward Island,,Radiation Therapy,50th Percentile,2023,Days,13.0
Provincial,Prince Edward Island,,Radiation Therapy,90th Percentile,2023,Days,21.0
Provincial,Prince Edward Island,,Radiation Therapy,Volume,2023,Number of cases,290.0
Provincial,Quebec,,Bladder Cancer Surgery,50th Percentile,2023,Days,30.0
Provincial,Quebec,,Bladder Cancer Surgery,90th Percentile,2023,Days,65.0
Provincial,Quebec,,Bladder Cancer Surgery,Volume,2023,Number of cases,3300.0
Provincial,Quebec,,Breast Cancer Surgery,50th Percentile,2023,Days,25.0
Provincial,Quebec,,Breast Cancer Surgery,90th Percentile,2023,Days,47.0
Provincial,Quebec,,Breast Cancer Surgery,Volume,2023,Number of cases,4010.0
Provincial,Quebec,,CABG,50th Percentile,2023,Days,N/A
Provincial,Quebec,,CABG,90th Percentile,2023,Days,N/A
Provincial,Quebec,,CABG,Volume,2023,Number of cases,2892.0
Provincial,Quebec,,Cataract Surgery,% Meeting Benchmark,2023,Proportion,71.5
Provincial,Quebec,,Cataract Surgery,50th Percentile,2023,Days,62.0
Provincial,Quebec,,Cataract Surgery,90th Percentile,2023,Days,212.0
Provincial,Quebec,,Cataract Surgery,Volume,2023,Number of cases,40653.0
Provincial,Quebec,,Colorectal Cancer Surgery,50th Percentile,2023,Days,25.0
Provincial,Quebec,,Colorectal Cancer Surgery,90th Percentile,2023,Days,49.0
Provincial,Quebec,,Colorectal Cancer Surgery,Volume,2023,Number of cases,1650.0
Provincial,Quebec,,CT Scan,50th Percentile,2023,Days,N/A
Provincial,Quebec,,CT Scan,90th Percentile,2023,Days,N/A
Provincial,Quebec,,CT Scan,Volume,2023,Number of cases,N/A
Provincial,Quebec,,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,N/A
Provincial,Quebec,,Hip Fracture Repair,50th Percentile,2023,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair,90th Percentile,2023,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair,Volume,2023,Number of cases,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,N/A
Provincial,Quebec,,Hip Replacement,% Meeting Benchmark,2023,Proportion,51.6
Provincial,Quebec,,Hip Replacement,50th Percentile,2023,Days,175.0
Provincial,Quebec,,Hip Replacement,90th Percentile,2023,Days,434.0
Provincial,Quebec,,Hip Replacement,Volume,2023,Number of cases,4026.0
Provincial,Quebec,,Knee Replacement,% Meeting Benchmark,2023,Proportion,38.1
Provincial,Quebec,,Knee Replacement,50th Percentile,2023,Days,246.0
Provincial,Quebec,,Knee Replacement,90th Percentile,2023,Days,602.0
Provincial,Quebec,,Knee Replacement,Volume,2023,Number of cases,5619.0
Provincial,Quebec,,Lung Cancer Surgery,50th Percentile,2023,Days,27.0
Provincial,Quebec,,Lung Cancer Surgery,90th Percentile,2023,Days,62.0
Provincial,Quebec,,Lung Cancer Surgery,Volume,2023,Number of cases,1302.0
Provincial,Quebec,,MRI Scan,50th Percentile,2023,Days,N/A
Provincial,Quebec,,MRI Scan,90th Percentile,2023,Days,N/A
Provincial,Quebec,,MRI Scan,Volume,2023,Number of cases,N/A
Provincial,Quebec,,Prostate Cancer Surgery,50th Percentile,2023,Days,47.0
Provincial,Quebec,,Prostate Cancer Surgery,90th Percentile,2023,Days,95.0
Provincial,Quebec,,Prostate Cancer Surgery,Volume,2023,Number of cases,687.0
Provincial,Quebec,,Radiation Therapy,% Meeting Benchmark,2023,Proportion,96.0
Provincial,Quebec,,Radiation Therapy,50th Percentile,2023,Days,N/A
Provincial,Quebec,,Radiation Therapy,90th Percentile,2023,Days,N/A
Provincial,Quebec,,Radiation Therapy,Volume,2023,Number of cases,13525.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,50th Percentile,2023,Days,20.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,90th Percentile,2023,Days,34.5
Provincial,Saskatchewan,,Bladder Cancer Surgery,Volume,2023,Number of cases,310.0
Provincial,Saskatchewan,,Breast Cancer Surgery,50th Percentile,2023,Days,25.0
Provincial,Saskatchewan,,Breast Cancer Surgery,90th Percentile,2023,Days,55.0
Provincial,Saskatchewan,,Breast Cancer Surgery,Volume,2023,Number of cases,577.0
Provincial,Saskatchewan,,CABG,50th Percentile,2023,Days,6.0
Provincial,Saskatchewan,,CABG,90th Percentile,2023,Days,30.0
Provincial,Saskatchewan,,CABG,Volume,2023,Number of cases,172.0
Provincial,Saskatchewan,,Cataract Surgery,% Meeting Benchmark,2023,Proportion,68.8250750750751
